course_id,lecture_id,lecture_index_global,lecture_title,lecture_duration,lecture_type,lecture_index_section,section_title,section_index
1754098,10799982,1,A Practical Example: What You Will Learn in This Course,05:06,lecture,1,Part 1: Introduction,1
1754098,10762626,2,What Does the Course Cover,03:34,lecture,2,Part 1: Introduction,1
1754098,12955006,3,Download All Resources and Important FAQ,10:42,lecture,3,Part 1: Introduction,1
1754098,10762750,4,Data Science and Business Buzzwords: Why are there so Many?,05:21,lecture,1,The Field of Data Science - The Various Data Science Disciplines,2
1754098,4450874,1,Data Science and Business Buzzwords: Why are there so Many?,1 question,quiz,2,The Field of Data Science - The Various Data Science Disciplines,2
1754098,10762754,5,What is the difference between Analysis and Analytics,03:50,lecture,3,The Field of Data Science - The Various Data Science Disciplines,2
1754098,4450876,2,What is the difference between Analysis and Analytics,1 question,quiz,4,The Field of Data Science - The Various Data Science Disciplines,2
1754098,10762762,6,"Business Analytics, Data Analytics, and Data Science: An Introduction",08:26,lecture,5,The Field of Data Science - The Various Data Science Disciplines,2
1754098,4450878,3,"Business Analytics, Data Analytics, and Data Science: An Introduction",3 questions,quiz,6,The Field of Data Science - The Various Data Science Disciplines,2
1754098,10762768,7,"Continuing with BI, ML, and AI",09:31,lecture,7,The Field of Data Science - The Various Data Science Disciplines,2
1754098,4450880,4,"Continuing with BI, ML, and AI",2 questions,quiz,8,The Field of Data Science - The Various Data Science Disciplines,2
1754098,10762772,8,A Breakdown of our Data Science Infographic,04:03,lecture,9,The Field of Data Science - The Various Data Science Disciplines,2
1754098,4450882,5,A Breakdown of our Data Science Infographic,1 question,quiz,10,The Field of Data Science - The Various Data Science Disciplines,2
1754098,10762778,9,"Applying Traditional Data, Big Data, BI, Traditional Data Science and ML",07:19,lecture,1,The Field of Data Science - Connecting the Data Science Disciplines,3
1754098,4450886,6,"Applying Traditional Data, Big Data, BI, Traditional Data Science and ML",1 question,quiz,2,The Field of Data Science - Connecting the Data Science Disciplines,3
1754098,10762786,10,The Reason Behind These Disciplines,04:44,lecture,1,The Field of Data Science - The Benefits of Each Discipline,4
1754098,4450888,7,The Reason Behind These Disciplines,1 question,quiz,2,The Field of Data Science - The Benefits of Each Discipline,4
1754098,10762798,11,Techniques for Working with Traditional Data,08:13,lecture,1,The Field of Data Science - Popular Data Science Techniques,5
1754098,4450892,8,Techniques for Working with Traditional Data,1 question,quiz,2,The Field of Data Science - Popular Data Science Techniques,5
1754098,10762800,12,Real Life Examples of Traditional Data,01:44,lecture,3,The Field of Data Science - Popular Data Science Techniques,5
1754098,10762804,13,Techniques for Working with Big Data,04:26,lecture,4,The Field of Data Science - Popular Data Science Techniques,5
1754098,4450894,9,Techniques for Working with Big Data,1 question,quiz,5,The Field of Data Science - Popular Data Science Techniques,5
1754098,10762820,14,Real Life Examples of Big Data,01:32,lecture,6,The Field of Data Science - Popular Data Science Techniques,5
1754098,10762824,15,Business Intelligence (BI) Techniques,06:45,lecture,7,The Field of Data Science - Popular Data Science Techniques,5
1754098,4450896,10,Business Intelligence (BI) Techniques,4 questions,quiz,8,The Field of Data Science - Popular Data Science Techniques,5
1754098,10762826,16,Real Life Examples of Business Intelligence (BI),01:42,lecture,9,The Field of Data Science - Popular Data Science Techniques,5
1754098,10762828,17,Techniques for Working with Traditional Methods,09:08,lecture,10,The Field of Data Science - Popular Data Science Techniques,5
1754098,4450898,11,Techniques for Working with Traditional Methods,4 questions,quiz,11,The Field of Data Science - Popular Data Science Techniques,5
1754098,10762830,18,Real Life Examples of Traditional Methods,02:45,lecture,12,The Field of Data Science - Popular Data Science Techniques,5
1754098,10762832,19,Machine Learning (ML) Techniques,06:55,lecture,13,The Field of Data Science - Popular Data Science Techniques,5
1754098,4450902,12,Machine Learning (ML) Techniques,2 questions,quiz,14,The Field of Data Science - Popular Data Science Techniques,5
1754098,10762834,20,Types of Machine Learning,08:13,lecture,15,The Field of Data Science - Popular Data Science Techniques,5
1754098,4450904,13,Types of Machine Learning,2 questions,quiz,16,The Field of Data Science - Popular Data Science Techniques,5
1754098,10762848,21,Real Life Examples of Machine Learning (ML),02:11,lecture,17,The Field of Data Science - Popular Data Science Techniques,5
1754098,4450908,14,Real Life Examples of Machine Learning (ML),5 questions,quiz,18,The Field of Data Science - Popular Data Science Techniques,5
1754098,10762852,22,Necessary Programming Languages and Software Used in Data Science,05:51,lecture,1,The Field of Data Science - Popular Data Science Tools,6
1754098,4450910,15,Necessary Programming Languages and Software Used in Data Science,4 questions,quiz,2,The Field of Data Science - Popular Data Science Tools,6
1754098,10762856,23,Finding the Job - What to Expect and What to Look for,03:29,lecture,1,The Field of Data Science - Careers in Data Science,7
1754098,4450912,16,Finding the Job - What to Expect and What to Look for,1 question,quiz,2,The Field of Data Science - Careers in Data Science,7
1754098,10762860,24,Debunking Common Misconceptions,04:10,lecture,1,The Field of Data Science - Debunking Common Misconceptions,8
1754098,4450914,17,Debunking Common Misconceptions,1 question,quiz,2,The Field of Data Science - Debunking Common Misconceptions,8
1754098,14241632,25,The Basic Probability Formula,07:09,lecture,1,Part 2: Probability,9
1754098,4620602,18,The Basic Probability Formula,3 questions,quiz,2,Part 2: Probability,9
1754098,14241646,26,Computing Expected Values,05:29,lecture,3,Part 2: Probability,9
1754098,4620604,19,Computing Expected Values,3 questions,quiz,4,Part 2: Probability,9
1754098,14241650,27,Frequency,05:00,lecture,5,Part 2: Probability,9
1754098,4620606,20,Frequency,3 questions,quiz,6,Part 2: Probability,9
1754098,14241664,28,Events and Their Complements,05:26,lecture,7,Part 2: Probability,9
1754098,4620608,21,Events and Their Complements,3 questions,quiz,8,Part 2: Probability,9
1754098,14241678,29,Fundamentals of Combinatorics,01:04,lecture,1,Probability - Combinatorics,10
1754098,4620610,22,Fundamentals of Combinatorics,1 question,quiz,2,Probability - Combinatorics,10
1754098,14241690,30,Permutations and How to Use Them,03:21,lecture,3,Probability - Combinatorics,10
1754098,4620612,23,Permutations and How to Use Them,2 questions,quiz,4,Probability - Combinatorics,10
1754098,14241696,31,Simple Operations with Factorials,03:35,lecture,5,Probability - Combinatorics,10
1754098,4620614,24,Simple Operations with Factorials,3 questions,quiz,6,Probability - Combinatorics,10
1754098,14241702,32,Solving Variations with Repetition,02:59,lecture,7,Probability - Combinatorics,10
1754098,4620616,25,Solving Variations with Repetition,3 questions,quiz,8,Probability - Combinatorics,10
1754098,14241708,33,Solving Variations without Repetition,03:48,lecture,9,Probability - Combinatorics,10
1754098,4620618,26,Solving Variations without Repetition,3 questions,quiz,10,Probability - Combinatorics,10
1754098,14241718,34,Solving Combinations,04:51,lecture,11,Probability - Combinatorics,10
1754098,4620620,27,Solving Combinations,4 questions,quiz,12,Probability - Combinatorics,10
1754098,14241726,35,Symmetry of Combinations,03:26,lecture,13,Probability - Combinatorics,10
1754098,4620622,28,Symmetry of Combinations,1 question,quiz,14,Probability - Combinatorics,10
1754098,14241744,36,Solving Combinations with Separate Sample Spaces,02:52,lecture,15,Probability - Combinatorics,10
1754098,4620624,29,Solving Combinations with Separate Sample Spaces,1 question,quiz,16,Probability - Combinatorics,10
1754098,14241754,37,Combinatorics in Real-Life: The Lottery,03:12,lecture,17,Probability - Combinatorics,10
1754098,4620626,30,Combinatorics in Real-Life: The Lottery,1 question,quiz,18,Probability - Combinatorics,10
1754098,14241758,38,A Recap of Combinatorics,02:55,lecture,19,Probability - Combinatorics,10
1754098,14242356,39,A Practical Example of Combinatorics,10:53,lecture,20,Probability - Combinatorics,10
1754098,14241772,40,Sets and Events,04:25,lecture,1,Probability - Bayesian Inference,11
1754098,4620628,31,Sets and Events,3 questions,quiz,2,Probability - Bayesian Inference,11
1754098,14241776,41,Ways Sets Can Interact,03:45,lecture,3,Probability - Bayesian Inference,11
1754098,4620630,32,Ways Sets Can Interact,2 questions,quiz,4,Probability - Bayesian Inference,11
1754098,14241778,42,Intersection of Sets,02:06,lecture,5,Probability - Bayesian Inference,11
1754098,4620632,33,Intersection of Sets,3 questions,quiz,6,Probability - Bayesian Inference,11
1754098,14241782,43,Union of Sets,04:51,lecture,7,Probability - Bayesian Inference,11
1754098,4620634,34,Union of Sets,3 questions,quiz,8,Probability - Bayesian Inference,11
1754098,14241784,44,Mutually Exclusive Sets,02:09,lecture,9,Probability - Bayesian Inference,11
1754098,4620636,35,Mutually Exclusive Sets,4 questions,quiz,10,Probability - Bayesian Inference,11
1754098,14241788,45,Dependence and Independence of Sets,03:01,lecture,11,Probability - Bayesian Inference,11
1754098,4620638,36,Dependence and Independence of Sets,3 questions,quiz,12,Probability - Bayesian Inference,11
1754098,14241794,46,The Conditional Probability Formula,04:16,lecture,13,Probability - Bayesian Inference,11
1754098,4620640,37,The Conditional Probability Formula,3 questions,quiz,14,Probability - Bayesian Inference,11
1754098,14241796,47,The Law of Total Probability,03:03,lecture,15,Probability - Bayesian Inference,11
1754098,14241800,48,The Additive Rule,02:21,lecture,16,Probability - Bayesian Inference,11
1754098,4620642,38,The Additive Rule,2 questions,quiz,17,Probability - Bayesian Inference,11
1754098,14241802,49,The Multiplication Law,04:05,lecture,18,Probability - Bayesian Inference,11
1754098,4620644,39,The Multiplication Law,2 questions,quiz,19,Probability - Bayesian Inference,11
1754098,14241804,50,Bayes' Law,05:44,lecture,20,Probability - Bayesian Inference,11
1754098,4620646,40,Bayes' Law,2 questions,quiz,21,Probability - Bayesian Inference,11
1754098,14242362,51,A Practical Example of Bayesian Inference,14:52,lecture,22,Probability - Bayesian Inference,11
1754098,14241806,52,Fundamentals of Probability Distributions,06:29,lecture,1,Probability - Distributions,12
1754098,4620648,41,Fundamentals of Probability Distributions,3 questions,quiz,2,Probability - Distributions,12
1754098,14241808,53,Types of Probability Distributions,07:32,lecture,3,Probability - Distributions,12
1754098,4620650,42,Types of Probability Distributions,2 questions,quiz,4,Probability - Distributions,12
1754098,14241816,54,Characteristics of Discrete Distributions,02:00,lecture,5,Probability - Distributions,12
1754098,4620652,43,Characteristics of Discrete Distributions,2 questions,quiz,6,Probability - Distributions,12
1754098,14241820,55,Discrete Distributions: The Uniform Distribution,02:13,lecture,7,Probability - Distributions,12
1754098,4620654,44,Discrete Distributions: The Uniform Distribution,2 questions,quiz,8,Probability - Distributions,12
1754098,14241824,56,Discrete Distributions: The Bernoulli Distribution,03:26,lecture,9,Probability - Distributions,12
1754098,4620656,45,Discrete Distributions: The Bernoulli Distribution,1 question,quiz,10,Probability - Distributions,12
1754098,14241828,57,Discrete Distributions: The Binomial Distribution,07:04,lecture,11,Probability - Distributions,12
1754098,4620660,46,Discrete Distributions: The Binomial Distribution,1 question,quiz,12,Probability - Distributions,12
1754098,14241832,58,Discrete Distributions: The Poisson Distribution,05:27,lecture,13,Probability - Distributions,12
1754098,4620676,47,Discrete Distributions: The Poisson Distribution,1 question,quiz,14,Probability - Distributions,12
1754098,14241838,59,Characteristics of Continuous Distributions,07:12,lecture,15,Probability - Distributions,12
1754098,4620678,48,Characteristics of Continuous Distributions,1 question,quiz,16,Probability - Distributions,12
1754098,14241844,60,Continuous Distributions: The Normal Distribution,04:08,lecture,17,Probability - Distributions,12
1754098,4620680,49,Continuous Distributions: The Normal Distribution,1 question,quiz,18,Probability - Distributions,12
1754098,14241848,61,Continuous Distributions: The Standard Normal Distribution,04:25,lecture,19,Probability - Distributions,12
1754098,4620682,50,Continuous Distributions: The Standard Normal Distribution,1 question,quiz,20,Probability - Distributions,12
1754098,14241856,62,Continuous Distributions: The Students' T Distribution,02:29,lecture,21,Probability - Distributions,12
1754098,4620684,51,Continuous Distributions: The Students' T Distribution,1 question,quiz,22,Probability - Distributions,12
1754098,14241860,63,Continuous Distributions: The Chi-Squared Distribution,02:22,lecture,23,Probability - Distributions,12
1754098,4620686,52,Continuous Distributions: The Chi-Squared Distribution,1 question,quiz,24,Probability - Distributions,12
1754098,14241864,64,Continuous Distributions: The Exponential Distribution,03:15,lecture,25,Probability - Distributions,12
1754098,4620690,53,Continuous Distributions: The Exponential Distribution,1 question,quiz,26,Probability - Distributions,12
1754098,14241868,65,Continuous Distributions: The Logistic Distribution,04:07,lecture,27,Probability - Distributions,12
1754098,4620692,54,Continuous Distributions: The Logistic Distribution,1 question,quiz,28,Probability - Distributions,12
1754098,14242364,66,A Practical Example of Probability Distributions,15:03,lecture,29,Probability - Distributions,12
1754098,14241874,67,Probability in Finance,07:46,lecture,1,Probability - Probability in Other Fields,13
1754098,14241878,68,Probability in Statistics,06:18,lecture,2,Probability - Probability in Other Fields,13
1754098,14241884,69,Probability in Data Science,04:47,lecture,3,Probability - Probability in Other Fields,13
1754098,10764376,70,Population and Sample,04:02,lecture,1,Part 3: Statistics,14
1754098,4450986,55,Population and Sample,2 questions,quiz,2,Part 3: Statistics,14
1754098,10764384,71,Types of Data,04:33,lecture,1,Statistics - Descriptive Statistics,15
1754098,4450990,56,Types of Data,2 questions,quiz,2,Statistics - Descriptive Statistics,15
1754098,10764386,72,Levels of Measurement,03:43,lecture,3,Statistics - Descriptive Statistics,15
1754098,4450992,57,Levels of Measurement,2 questions,quiz,4,Statistics - Descriptive Statistics,15
1754098,10764388,73,Categorical Variables - Visualization Techniques,04:52,lecture,5,Statistics - Descriptive Statistics,15
1754098,4545288,58,Categorical Variables - Visualization Techniques,1 question,quiz,6,Statistics - Descriptive Statistics,15
1754098,10764390,74,Categorical Variables Exercise,00:03,lecture,7,Statistics - Descriptive Statistics,15
1754098,10764392,75,Numerical Variables - Frequency Distribution Table,03:09,lecture,8,Statistics - Descriptive Statistics,15
1754098,4545290,59,Numerical Variables - Frequency Distribution Table,1 question,quiz,9,Statistics - Descriptive Statistics,15
1754098,10764394,76,Numerical Variables Exercise,00:03,lecture,10,Statistics - Descriptive Statistics,15
1754098,10764396,77,The Histogram,02:14,lecture,11,Statistics - Descriptive Statistics,15
1754098,4545294,60,The Histogram,1 question,quiz,12,Statistics - Descriptive Statistics,15
1754098,10764400,78,Histogram Exercise,00:03,lecture,13,Statistics - Descriptive Statistics,15
1754098,10764402,79,Cross Tables and Scatter Plots,04:44,lecture,14,Statistics - Descriptive Statistics,15
1754098,4545296,61,Cross Tables and Scatter Plots,1 question,quiz,15,Statistics - Descriptive Statistics,15
1754098,10764404,80,Cross Tables and Scatter Plots Exercise,00:03,lecture,16,Statistics - Descriptive Statistics,15
1754098,10764408,81,"Mean, median and mode",04:20,lecture,17,Statistics - Descriptive Statistics,15
1754098,10764410,82,"Mean, Median and Mode Exercise",00:03,lecture,18,Statistics - Descriptive Statistics,15
1754098,10764412,83,Skewness,02:37,lecture,19,Statistics - Descriptive Statistics,15
1754098,4545298,62,Skewness,1 question,quiz,20,Statistics - Descriptive Statistics,15
1754098,10764416,84,Skewness Exercise,00:03,lecture,21,Statistics - Descriptive Statistics,15
1754098,10764418,85,Variance,05:55,lecture,22,Statistics - Descriptive Statistics,15
1754098,10764420,86,Variance Exercise,00:15,lecture,23,Statistics - Descriptive Statistics,15
1754098,10764422,87,Standard Deviation and Coefficient of Variation,04:40,lecture,24,Statistics - Descriptive Statistics,15
1754098,4545302,63,Standard Deviation,1 question,quiz,25,Statistics - Descriptive Statistics,15
1754098,10764424,88,Standard Deviation and Coefficient of Variation Exercise,00:03,lecture,26,Statistics - Descriptive Statistics,15
1754098,10764426,89,Covariance,03:23,lecture,27,Statistics - Descriptive Statistics,15
1754098,4545306,64,Covariance,1 question,quiz,28,Statistics - Descriptive Statistics,15
1754098,10764428,90,Covariance Exercise,00:03,lecture,29,Statistics - Descriptive Statistics,15
1754098,10764432,91,Correlation Coefficient,03:17,lecture,30,Statistics - Descriptive Statistics,15
1754098,4545308,65,Correlation,2 questions,quiz,31,Statistics - Descriptive Statistics,15
1754098,10764434,92,Correlation Coefficient Exercise,00:03,lecture,32,Statistics - Descriptive Statistics,15
1754098,10764436,93,Practical Example: Descriptive Statistics,16:15,lecture,1,Statistics - Practical Example: Descriptive Statistics,16
1754098,10764438,94,Practical Example: Descriptive Statistics Exercise,00:03,lecture,2,Statistics - Practical Example: Descriptive Statistics,16
1754098,10764446,95,Introduction,01:00,lecture,1,Statistics - Inferential Statistics Fundamentals,17
1754098,10764448,96,What is a Distribution,04:33,lecture,2,Statistics - Inferential Statistics Fundamentals,17
1754098,4450994,66,What is a Distribution,1 question,quiz,3,Statistics - Inferential Statistics Fundamentals,17
1754098,10764450,97,The Normal Distribution,03:54,lecture,4,Statistics - Inferential Statistics Fundamentals,17
1754098,4450996,67,The Normal Distribution,1 question,quiz,5,Statistics - Inferential Statistics Fundamentals,17
1754098,10764452,98,The Standard Normal Distribution,03:30,lecture,6,Statistics - Inferential Statistics Fundamentals,17
1754098,4545310,68,The Standard Normal Distribution,1 question,quiz,7,Statistics - Inferential Statistics Fundamentals,17
1754098,10764464,99,The Standard Normal Distribution Exercise,00:03,lecture,8,Statistics - Inferential Statistics Fundamentals,17
1754098,10764454,100,Central Limit Theorem,04:20,lecture,9,Statistics - Inferential Statistics Fundamentals,17
1754098,4450998,69,Central Limit Theorem,1 question,quiz,10,Statistics - Inferential Statistics Fundamentals,17
1754098,10764456,101,Standard error,01:27,lecture,11,Statistics - Inferential Statistics Fundamentals,17
1754098,4545312,70,Standard Error,1 question,quiz,12,Statistics - Inferential Statistics Fundamentals,17
1754098,10764458,102,Estimators and Estimates,03:07,lecture,13,Statistics - Inferential Statistics Fundamentals,17
1754098,4451000,71,Estimators and Estimates,1 question,quiz,14,Statistics - Inferential Statistics Fundamentals,17
1754098,10764472,103,What are Confidence Intervals?,02:41,lecture,1,Statistics - Inferential Statistics: Confidence Intervals,18
1754098,4451002,72,What are Confidence Intervals?,1 question,quiz,2,Statistics - Inferential Statistics: Confidence Intervals,18
1754098,10764476,104,Confidence Intervals; Population Variance Known; Z-score,08:01,lecture,3,Statistics - Inferential Statistics: Confidence Intervals,18
1754098,10764478,105,Confidence Intervals; Population Variance Known; Z-score; Exercise,00:03,lecture,4,Statistics - Inferential Statistics: Confidence Intervals,18
1754098,11725242,106,Confidence Interval Clarifications,04:38,lecture,5,Statistics - Inferential Statistics: Confidence Intervals,18
1754098,10764482,107,Student's T Distribution,03:22,lecture,6,Statistics - Inferential Statistics: Confidence Intervals,18
1754098,4451004,73,Student's T Distribution,1 question,quiz,7,Statistics - Inferential Statistics: Confidence Intervals,18
1754098,10764486,108,Confidence Intervals; Population Variance Unknown; T-score,04:36,lecture,8,Statistics - Inferential Statistics: Confidence Intervals,18
1754098,10764488,109,Confidence Intervals; Population Variance Unknown; T-score; Exercise,00:03,lecture,9,Statistics - Inferential Statistics: Confidence Intervals,18
1754098,10764494,110,Margin of Error,04:52,lecture,10,Statistics - Inferential Statistics: Confidence Intervals,18
1754098,4451010,74,Margin of Error,1 question,quiz,11,Statistics - Inferential Statistics: Confidence Intervals,18
1754098,10764502,111,Confidence intervals. Two means. Dependent samples,06:04,lecture,12,Statistics - Inferential Statistics: Confidence Intervals,18
1754098,10764506,112,Confidence intervals. Two means. Dependent samples Exercise,00:03,lecture,13,Statistics - Inferential Statistics: Confidence Intervals,18
1754098,10764510,113,Confidence intervals. Two means. Independent Samples (Part 1),04:31,lecture,14,Statistics - Inferential Statistics: Confidence Intervals,18
1754098,10764512,114,Confidence intervals. Two means. Independent Samples (Part 1). Exercise,00:03,lecture,15,Statistics - Inferential Statistics: Confidence Intervals,18
1754098,10764516,115,Confidence intervals. Two means. Independent Samples (Part 2),03:57,lecture,16,Statistics - Inferential Statistics: Confidence Intervals,18
1754098,10764518,116,Confidence intervals. Two means. Independent Samples (Part 2). Exercise,00:03,lecture,17,Statistics - Inferential Statistics: Confidence Intervals,18
1754098,10764522,117,Confidence intervals. Two means. Independent Samples (Part 3),01:27,lecture,18,Statistics - Inferential Statistics: Confidence Intervals,18
1754098,10764530,118,Practical Example: Inferential Statistics,10:06,lecture,1,Statistics - Practical Example: Inferential Statistics,19
1754098,10764532,119,Practical Example: Inferential Statistics Exercise,00:03,lecture,2,Statistics - Practical Example: Inferential Statistics,19
1754098,10764538,120,Null vs Alternative Hypothesis,05:52,lecture,1,Statistics - Hypothesis Testing,20
1754098,10786160,121,Further Reading on Null and Alternative Hypothesis,01:16,lecture,2,Statistics - Hypothesis Testing,20
1754098,4451018,75,Null vs Alternative Hypothesis,2 questions,quiz,3,Statistics - Hypothesis Testing,20
1754098,10764544,122,Rejection Region and Significance Level,07:05,lecture,4,Statistics - Hypothesis Testing,20
1754098,4451020,76,Rejection Region and Significance Level,2 questions,quiz,5,Statistics - Hypothesis Testing,20
1754098,10764546,123,Type I Error and Type II Error,04:14,lecture,6,Statistics - Hypothesis Testing,20
1754098,4451022,77,Type I Error and Type II Error,4 questions,quiz,7,Statistics - Hypothesis Testing,20
1754098,10764550,124,Test for the Mean. Population Variance Known,06:34,lecture,8,Statistics - Hypothesis Testing,20
1754098,10764556,125,Test for the Mean. Population Variance Known Exercise,00:03,lecture,9,Statistics - Hypothesis Testing,20
1754098,10764560,126,p-value,04:13,lecture,10,Statistics - Hypothesis Testing,20
1754098,4451024,78,p-value,4 questions,quiz,11,Statistics - Hypothesis Testing,20
1754098,10764568,127,Test for the Mean. Population Variance Unknown,04:48,lecture,12,Statistics - Hypothesis Testing,20
1754098,10764574,128,Test for the Mean. Population Variance Unknown Exercise,00:03,lecture,13,Statistics - Hypothesis Testing,20
1754098,10764578,129,Test for the Mean. Dependent Samples,05:18,lecture,14,Statistics - Hypothesis Testing,20
1754098,10764582,130,Test for the Mean. Dependent Samples Exercise,00:03,lecture,15,Statistics - Hypothesis Testing,20
1754098,10764584,131,Test for the mean. Independent Samples (Part 1),04:22,lecture,16,Statistics - Hypothesis Testing,20
1754098,12698175,132,Test for the mean. Independent Samples (Part 1). Exercise,00:03,lecture,17,Statistics - Hypothesis Testing,20
1754098,10764592,133,Test for the mean. Independent Samples (Part 2),04:26,lecture,18,Statistics - Hypothesis Testing,20
1754098,4545316,79,Test for the mean. Independent Samples (Part 2),1 question,quiz,19,Statistics - Hypothesis Testing,20
1754098,10764586,134,Test for the mean. Independent Samples (Part 2). Exercise,00:03,lecture,20,Statistics - Hypothesis Testing,20
1754098,10764600,135,Practical Example: Hypothesis Testing,07:16,lecture,1,Statistics - Practical Example: Hypothesis Testing,21
1754098,10764602,136,Practical Example: Hypothesis Testing Exercise,00:03,lecture,2,Statistics - Practical Example: Hypothesis Testing,21
1754098,10772510,137,Introduction to Programming,05:04,lecture,1,Part 4: Introduction to Python,22
1754098,4451546,80,Introduction to Programming,2 questions,quiz,2,Part 4: Introduction to Python,22
